order_id,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at,order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10254,74,8,21,0,2025-02-04 18:15:48.759923,2025-02-04 18:15:49.137191,2025-02-04 18:15:49.135391,,1738692949137,,1738692949013,10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,2025-02-04 18:15:55.406441,2025-02-04 18:15:55.851466,2025-02-04 18:15:55.850599,,1738692955851,,1738692955759
10255,59,44,30,0,2025-02-04 18:15:48.760013,2025-02-04 18:15:49.137541,2025-02-04 18:15:49.135391,,1738692949138,,1738692949013,10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,2025-02-04 18:15:55.406479,2025-02-04 18:15:55.851591,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10256,77,10.4,12,0,2025-02-04 18:15:48.760058,2025-02-04 18:15:49.137718,2025-02-04 18:15:49.135391,,1738692949138,,1738692949013,10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,2025-02-04 18:15:55.406516,2025-02-04 18:15:55.851715,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10257,77,10.4,15,0,2025-02-04 18:15:48.760125,2025-02-04 18:15:49.137983,2025-02-04 18:15:49.135391,,1738692949138,,1738692949013,10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-02-04 18:15:55.406554,2025-02-04 18:15:55.851839,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10258,32,25.6,6,0.2,2025-02-04 18:15:48.760192,2025-02-04 18:15:49.138246,2025-02-04 18:15:49.135391,,1738692949138,,1738692949013,10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-02-04 18:15:55.406591,2025-02-04 18:15:55.851962,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10259,37,20.8,1,0,2025-02-04 18:15:48.760237,2025-02-04 18:15:49.138421,2025-02-04 18:15:49.135391,,1738692949138,,1738692949013,10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,2025-02-04 18:15:55.406629,2025-02-04 18:15:55.852089,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10260,70,12,21,0.25,2025-02-04 18:15:48.760326,2025-02-04 18:15:49.138778,2025-02-04 18:15:49.135391,,1738692949139,,1738692949013,10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,2025-02-04 18:15:55.406666,2025-02-04 18:15:55.852212,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10261,35,14.4,20,0,2025-02-04 18:15:48.760370,2025-02-04 18:15:49.138951,2025-02-04 18:15:49.135391,,1738692949139,,1738692949013,10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,2025-02-04 18:15:55.406702,2025-02-04 18:15:55.852334,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10262,56,30.4,2,0,2025-02-04 18:15:48.760437,2025-02-04 18:15:49.139232,2025-02-04 18:15:49.135391,,1738692949139,,1738692949013,10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-02-04 18:15:55.406739,2025-02-04 18:15:55.852456,2025-02-04 18:15:55.850599,,1738692955852,,1738692955759
10263,74,8,36,0.25,2025-02-04 18:15:48.760525,2025-02-04 18:15:49.139581,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-02-04 18:15:55.406775,2025-02-04 18:15:55.852580,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10264,41,7.7,25,0.15,2025-02-04 18:15:48.760570,2025-02-04 18:15:49.139755,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2025-02-04 18:15:55.406811,2025-02-04 18:15:55.852718,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10265,70,12,20,0,2025-02-04 18:15:48.760614,2025-02-04 18:15:49.139916,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-02-04 18:15:55.406847,2025-02-04 18:15:55.852845,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10266,12,30.4,12,0.05,2025-02-04 18:15:48.760636,2025-02-04 18:15:49.139995,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-02-04 18:15:55.406883,2025-02-04 18:15:55.852967,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10267,76,14.4,15,0.15,2025-02-04 18:15:48.760702,2025-02-04 18:15:49.140239,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-02-04 18:15:55.406918,2025-02-04 18:15:55.853156,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10268,72,27.8,4,0,2025-02-04 18:15:48.760747,2025-02-04 18:15:49.140399,2025-02-04 18:15:49.135391,,1738692949140,,1738692949013,10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,2025-02-04 18:15:55.406954,2025-02-04 18:15:55.853301,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10269,72,27.8,20,0.05,2025-02-04 18:15:48.760792,2025-02-04 18:15:49.140560,2025-02-04 18:15:49.135391,,1738692949141,,1738692949013,10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2025-02-04 18:15:55.406990,2025-02-04 18:15:55.853431,2025-02-04 18:15:55.850599,,1738692955853,,1738692955759
10270,43,36.8,25,0,2025-02-04 18:15:48.760836,2025-02-04 18:15:49.140717,2025-02-04 18:15:49.135391,,1738692949141,,1738692949013,10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-02-04 18:15:55.407026,2025-02-04 18:15:55.853557,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10271,33,2,24,0,2025-02-04 18:15:48.760858,2025-02-04 18:15:49.140796,2025-02-04 18:15:49.135391,,1738692949141,,1738692949013,10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,2025-02-04 18:15:55.407062,2025-02-04 18:15:55.853684,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10272,72,27.8,24,0,2025-02-04 18:15:48.760925,2025-02-04 18:15:49.141038,2025-02-04 18:15:49.135391,,1738692949141,,1738692949013,10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-02-04 18:15:55.407098,2025-02-04 18:15:55.853808,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10273,76,14.4,33,0.05,2025-02-04 18:15:48.761034,2025-02-04 18:15:49.141431,2025-02-04 18:15:49.135391,,1738692949141,,1738692949013,10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-02-04 18:15:55.407134,2025-02-04 18:15:55.853929,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10274,72,27.8,7,0,2025-02-04 18:15:48.761079,2025-02-04 18:15:49.141670,2025-02-04 18:15:49.135391,,1738692949142,,1738692949013,10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,2025-02-04 18:15:55.407170,2025-02-04 18:15:55.854050,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10275,59,44,6,0.05,2025-02-04 18:15:48.761123,2025-02-04 18:15:49.141830,2025-02-04 18:15:49.135391,,1738692949142,,1738692949013,10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,2025-02-04 18:15:55.407206,2025-02-04 18:15:55.854177,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10277,62,39.4,12,0,2025-02-04 18:15:48.761211,2025-02-04 18:15:49.142146,2025-02-04 18:15:49.135391,,1738692949142,,1738692949013,10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,2025-02-04 18:15:55.407278,2025-02-04 18:15:55.854419,2025-02-04 18:15:55.850599,,1738692955854,,1738692955759
10278,73,12,25,0,2025-02-04 18:15:48.761299,2025-02-04 18:15:49.142461,2025-02-04 18:15:49.135391,,1738692949142,,1738692949013,10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-02-04 18:15:55.407314,2025-02-04 18:15:55.854539,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10279,17,31.2,15,0.25,2025-02-04 18:15:48.761321,2025-02-04 18:15:49.142546,2025-02-04 18:15:49.135391,,1738692949143,,1738692949013,10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-02-04 18:15:55.407350,2025-02-04 18:15:55.854658,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10280,75,6.2,30,0,2025-02-04 18:15:48.761388,2025-02-04 18:15:49.142786,2025-02-04 18:15:49.135391,,1738692949143,,1738692949013,10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-02-04 18:15:55.407385,2025-02-04 18:15:55.854777,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10281,35,14.4,4,0,2025-02-04 18:15:48.761454,2025-02-04 18:15:49.143022,2025-02-04 18:15:49.135391,,1738692949143,,1738692949013,10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-02-04 18:15:55.407421,2025-02-04 18:15:55.854898,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10282,57,15.6,2,0,2025-02-04 18:15:48.761498,2025-02-04 18:15:49.143179,2025-02-04 18:15:49.135391,,1738692949143,,1738692949013,10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-02-04 18:15:55.407457,2025-02-04 18:15:55.855029,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10283,72,27.8,3,0,2025-02-04 18:15:48.761587,2025-02-04 18:15:49.143493,2025-02-04 18:15:49.135391,,1738692949143,,1738692949013,10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-02-04 18:15:55.407493,2025-02-04 18:15:55.855151,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10284,67,11.2,5,0.25,2025-02-04 18:15:48.761675,2025-02-04 18:15:49.143806,2025-02-04 18:15:49.135391,,1738692949144,,1738692949013,10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-02-04 18:15:55.407529,2025-02-04 18:15:55.855272,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10285,53,26.2,36,0.2,2025-02-04 18:15:48.761741,2025-02-04 18:15:49.144041,2025-02-04 18:15:49.135391,,1738692949144,,1738692949013,10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-02-04 18:15:55.407565,2025-02-04 18:15:55.855391,2025-02-04 18:15:55.850599,,1738692955855,,1738692955759
10286,62,39.4,40,0,2025-02-04 18:15:48.761785,2025-02-04 18:15:49.144197,2025-02-04 18:15:49.135391,,1738692949144,,1738692949013,10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-02-04 18:15:55.407601,2025-02-04 18:15:55.855514,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10287,46,9.6,15,0.15,2025-02-04 18:15:48.761852,2025-02-04 18:15:49.144431,2025-02-04 18:15:49.135391,,1738692949144,,1738692949013,10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-02-04 18:15:55.407637,2025-02-04 18:15:55.855635,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10288,68,10,3,0.1,2025-02-04 18:15:48.761896,2025-02-04 18:15:49.144590,2025-02-04 18:15:49.135391,,1738692949145,,1738692949013,10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2025-02-04 18:15:55.407673,2025-02-04 18:15:55.855754,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10289,64,26.6,9,0,2025-02-04 18:15:48.761940,2025-02-04 18:15:49.144748,2025-02-04 18:15:49.135391,,1738692949145,,1738692949013,10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-02-04 18:15:55.407708,2025-02-04 18:15:55.855872,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10290,77,10.4,10,0,2025-02-04 18:15:48.762029,2025-02-04 18:15:49.145060,2025-02-04 18:15:49.135391,,1738692949145,,1738692949013,10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,2025-02-04 18:15:55.407744,2025-02-04 18:15:55.855991,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10291,51,42.4,2,0.1,2025-02-04 18:15:48.762096,2025-02-04 18:15:49.145301,2025-02-04 18:15:49.135391,,1738692949145,,1738692949013,10291,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,2025-02-04 18:15:55.407780,2025-02-04 18:15:55.856112,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10292,20,64.8,20,0,2025-02-04 18:15:48.762118,2025-02-04 18:15:49.145380,2025-02-04 18:15:49.135391,,1738692949145,,1738692949013,10292,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,2025-02-04 18:15:55.407816,2025-02-04 18:15:55.856232,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10293,75,6.2,6,0,2025-02-04 18:15:48.762207,2025-02-04 18:15:49.145691,2025-02-04 18:15:49.135391,,1738692949146,,1738692949013,10293,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-02-04 18:15:55.407852,2025-02-04 18:15:55.856352,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10294,75,6.2,6,0,2025-02-04 18:15:48.762318,2025-02-04 18:15:49.146096,2025-02-04 18:15:49.135391,,1738692949146,,1738692949013,10294,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-02-04 18:15:55.407887,2025-02-04 18:15:55.856471,2025-02-04 18:15:55.850599,,1738692955856,,1738692955759
10295,56,30.4,4,0,2025-02-04 18:15:48.762340,2025-02-04 18:15:49.146174,2025-02-04 18:15:49.135391,,1738692949146,,1738692949013,10295,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,2025-02-04 18:15:55.407923,2025-02-04 18:15:55.856594,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10296,69,28.8,15,0,2025-02-04 18:15:48.762406,2025-02-04 18:15:49.146420,2025-02-04 18:15:49.135391,,1738692949146,,1738692949013,10296,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-02-04 18:15:55.407959,2025-02-04 18:15:55.856717,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10297,72,27.8,20,0,2025-02-04 18:15:48.762450,2025-02-04 18:15:49.146575,2025-02-04 18:15:49.135391,,1738692949147,,1738692949013,10297,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-02-04 18:15:55.407995,2025-02-04 18:15:55.856838,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10298,62,39.4,15,0,2025-02-04 18:15:48.762538,2025-02-04 18:15:49.146888,2025-02-04 18:15:49.135391,,1738692949147,,1738692949013,10298,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-02-04 18:15:55.408031,2025-02-04 18:15:55.856957,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10299,70,12,20,0,2025-02-04 18:15:48.762583,2025-02-04 18:15:49.147046,2025-02-04 18:15:49.135391,,1738692949147,,1738692949013,10299,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-02-04 18:15:55.408067,2025-02-04 18:15:55.857077,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10300,68,10,20,0,2025-02-04 18:15:48.762627,2025-02-04 18:15:49.147201,2025-02-04 18:15:49.135391,,1738692949147,,1738692949013,10300,MAGAA,2,1996-09-09,1996-10-07,1996-09-18,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,2025-02-04 18:15:55.408103,2025-02-04 18:15:55.857195,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10301,56,30.4,20,0,2025-02-04 18:15:48.762671,2025-02-04 18:15:49.147357,2025-02-04 18:15:49.135391,,1738692949147,,1738692949013,10301,WANDK,8,1996-09-09,1996-10-07,1996-09-17,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-02-04 18:15:55.408138,2025-02-04 18:15:55.857320,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10302,43,36.8,12,0,2025-02-04 18:15:48.762737,2025-02-04 18:15:49.147591,2025-02-04 18:15:49.135391,,1738692949148,,1738692949013,10302,SUPRD,4,1996-09-10,1996-10-08,1996-10-09,2,6.27,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,2025-02-04 18:15:55.408174,2025-02-04 18:15:55.857441,2025-02-04 18:15:55.850599,,1738692955857,,1738692955759
10303,68,10,15,0.1,2025-02-04 18:15:48.762804,2025-02-04 18:15:49.147819,2025-02-04 18:15:49.135391,,1738692949148,,1738692949013,10303,GODOS,7,1996-09-11,1996-10-09,1996-09-18,2,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,2025-02-04 18:15:55.408210,2025-02-04 18:15:55.857559,2025-02-04 18:15:55.850599,,1738692955858,,1738692955759
10304,71,17.2,2,0,2025-02-04 18:15:48.762872,2025-02-04 18:15:49.148037,2025-02-04 18:15:49.135391,,1738692949148,,1738692949013,10304,TORTU,1,1996-09-12,1996-10-10,1996-09-17,2,63.79,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-02-04 18:15:55.408245,2025-02-04 18:15:55.857679,2025-02-04 18:15:55.850599,,1738692955858,,1738692955759
10305,39,14.4,30,0.1,2025-02-04 18:15:48.762938,2025-02-04 18:15:49.148263,2025-02-04 18:15:49.135391,,1738692949148,,1738692949013,10305,OLDWO,8,1996-09-13,1996-10-11,1996-10-09,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,2025-02-04 18:15:55.408281,2025-02-04 18:15:55.857797,2025-02-04 18:15:55.850599,,1738692955858,,1738692955759
10306,54,5.9,5,0,2025-02-04 18:15:48.763006,2025-02-04 18:15:49.148486,2025-02-04 18:15:49.135391,,1738692949148,,1738692949013,10306,ROMEY,1,1996-09-16,1996-10-14,1996-09-23,3,7.56,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-02-04 18:15:55.408316,2025-02-04 18:15:55.857919,2025-02-04 18:15:55.850599,,1738692955858,,1738692955759
10307,68,10,3,0,2025-02-04 18:15:48.763053,2025-02-04 18:15:49.148631,2025-02-04 18:15:49.135391,,1738692949149,,1738692949013,10307,LONEP,2,1996-09-17,1996-10-15,1996-09-25,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,2025-02-04 18:15:55.408352,2025-02-04 18:15:55.858038,2025-02-04 18:15:55.850599,,1738692955858,,1738692955759
