order_id,product_id,unit_price,quantity,discount,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at,order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at
10254,74,8,21,0,2025-04-06 22:48:08.480063,2025-04-06 22:48:08.818231,2025-04-06 22:48:08.816568,,1743979688818,,1743979688690,10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,2025-04-06 22:48:08.528714,2025-04-06 22:48:08.982038,2025-04-06 22:48:08.981220,,1743979688982,,1743979688690
10255,59,44,30,0,2025-04-06 22:48:08.480153,2025-04-06 22:48:08.818553,2025-04-06 22:48:08.816568,,1743979688819,,1743979688690,10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,2025-04-06 22:48:08.528747,2025-04-06 22:48:08.982170,2025-04-06 22:48:08.981220,,1743979688982,,1743979688690
10256,77,10.4,12,0,2025-04-06 22:48:08.480198,2025-04-06 22:48:08.818717,2025-04-06 22:48:08.816568,,1743979688819,,1743979688690,10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,2025-04-06 22:48:08.528781,2025-04-06 22:48:08.982290,2025-04-06 22:48:08.981220,,1743979688982,,1743979688690
10257,77,10.4,15,0,2025-04-06 22:48:08.480265,2025-04-06 22:48:08.818957,2025-04-06 22:48:08.816568,,1743979688819,,1743979688690,10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-04-06 22:48:08.528815,2025-04-06 22:48:08.982409,2025-04-06 22:48:08.981220,,1743979688982,,1743979688690
10258,32,25.6,6,0.2,2025-04-06 22:48:08.480333,2025-04-06 22:48:08.819194,2025-04-06 22:48:08.816568,,1743979688819,,1743979688690,10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-04-06 22:48:08.528848,2025-04-06 22:48:08.982526,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10259,37,20.8,1,0,2025-04-06 22:48:08.480382,2025-04-06 22:48:08.819353,2025-04-06 22:48:08.816568,,1743979688819,,1743979688690,10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,05022,Mexico,2025-04-06 22:48:08.528882,2025-04-06 22:48:08.982646,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10260,70,12,21,0.25,2025-04-06 22:48:08.480474,2025-04-06 22:48:08.819669,2025-04-06 22:48:08.816568,,1743979688820,,1743979688690,10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,2025-04-06 22:48:08.528915,2025-04-06 22:48:08.982765,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10261,35,14.4,20,0,2025-04-06 22:48:08.480520,2025-04-06 22:48:08.819828,2025-04-06 22:48:08.816568,,1743979688820,,1743979688690,10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,2025-04-06 22:48:08.528948,2025-04-06 22:48:08.982882,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10262,56,30.4,2,0,2025-04-06 22:48:08.480587,2025-04-06 22:48:08.820091,2025-04-06 22:48:08.816568,,1743979688820,,1743979688690,10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-04-06 22:48:08.528981,2025-04-06 22:48:08.983019,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10263,74,8,36,0.25,2025-04-06 22:48:08.480689,2025-04-06 22:48:08.820410,2025-04-06 22:48:08.816568,,1743979688820,,1743979688690,10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-04-06 22:48:08.529015,2025-04-06 22:48:08.983138,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10264,41,7.7,25,0.15,2025-04-06 22:48:08.480734,2025-04-06 22:48:08.820567,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2025-04-06 22:48:08.529049,2025-04-06 22:48:08.983255,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10265,70,12,20,0,2025-04-06 22:48:08.480779,2025-04-06 22:48:08.820735,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-04-06 22:48:08.529082,2025-04-06 22:48:08.983372,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10266,12,30.4,12,0.05,2025-04-06 22:48:08.480803,2025-04-06 22:48:08.820814,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-04-06 22:48:08.529116,2025-04-06 22:48:08.983488,2025-04-06 22:48:08.981220,,1743979688983,,1743979688690
10267,76,14.4,15,0.15,2025-04-06 22:48:08.480917,2025-04-06 22:48:08.821056,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-04-06 22:48:08.529149,2025-04-06 22:48:08.983607,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10268,72,27.8,4,0,2025-04-06 22:48:08.480973,2025-04-06 22:48:08.821215,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,2025-04-06 22:48:08.529182,2025-04-06 22:48:08.983731,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10269,72,27.8,20,0.05,2025-04-06 22:48:08.481021,2025-04-06 22:48:08.821381,2025-04-06 22:48:08.816568,,1743979688821,,1743979688690,10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2025-04-06 22:48:08.529215,2025-04-06 22:48:08.983849,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10270,43,36.8,25,0,2025-04-06 22:48:08.481069,2025-04-06 22:48:08.821538,2025-04-06 22:48:08.816568,,1743979688822,,1743979688690,10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-04-06 22:48:08.529248,2025-04-06 22:48:08.983966,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10271,33,2,24,0,2025-04-06 22:48:08.481102,2025-04-06 22:48:08.821615,2025-04-06 22:48:08.816568,,1743979688822,,1743979688690,10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,2025-04-06 22:48:08.529281,2025-04-06 22:48:08.984083,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10272,72,27.8,24,0,2025-04-06 22:48:08.481204,2025-04-06 22:48:08.821849,2025-04-06 22:48:08.816568,,1743979688822,,1743979688690,10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-04-06 22:48:08.529315,2025-04-06 22:48:08.984200,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10273,76,14.4,33,0.05,2025-04-06 22:48:08.481318,2025-04-06 22:48:08.822366,2025-04-06 22:48:08.816568,,1743979688822,,1743979688690,10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-04-06 22:48:08.529347,2025-04-06 22:48:08.984317,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10274,72,27.8,7,0,2025-04-06 22:48:08.481363,2025-04-06 22:48:08.822521,2025-04-06 22:48:08.816568,,1743979688823,,1743979688690,10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,2025-04-06 22:48:08.529381,2025-04-06 22:48:08.984437,2025-04-06 22:48:08.981220,,1743979688984,,1743979688690
10275,59,44,6,0.05,2025-04-06 22:48:08.481409,2025-04-06 22:48:08.822698,2025-04-06 22:48:08.816568,,1743979688823,,1743979688690,10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,2025-04-06 22:48:08.529414,2025-04-06 22:48:08.984556,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10277,62,39.4,12,0,2025-04-06 22:48:08.481502,2025-04-06 22:48:08.823008,2025-04-06 22:48:08.816568,,1743979688823,,1743979688690,10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,2025-04-06 22:48:08.529481,2025-04-06 22:48:08.984783,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10278,73,12,25,0,2025-04-06 22:48:08.481592,2025-04-06 22:48:08.823319,2025-04-06 22:48:08.816568,,1743979688823,,1743979688690,10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-04-06 22:48:08.529516,2025-04-06 22:48:08.984895,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10279,17,31.2,15,0.25,2025-04-06 22:48:08.481614,2025-04-06 22:48:08.823408,2025-04-06 22:48:08.816568,,1743979688823,,1743979688690,10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-04-06 22:48:08.529550,2025-04-06 22:48:08.985005,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10280,75,6.2,30,0,2025-04-06 22:48:08.481681,2025-04-06 22:48:08.823642,2025-04-06 22:48:08.816568,,1743979688824,,1743979688690,10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-04-06 22:48:08.529583,2025-04-06 22:48:08.985116,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10281,35,14.4,4,0,2025-04-06 22:48:08.481749,2025-04-06 22:48:08.823882,2025-04-06 22:48:08.816568,,1743979688824,,1743979688690,10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-04-06 22:48:08.529616,2025-04-06 22:48:08.985232,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10282,57,15.6,2,0,2025-04-06 22:48:08.481794,2025-04-06 22:48:08.824036,2025-04-06 22:48:08.816568,,1743979688824,,1743979688690,10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-04-06 22:48:08.529649,2025-04-06 22:48:08.985343,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10283,72,27.8,3,0,2025-04-06 22:48:08.481884,2025-04-06 22:48:08.824347,2025-04-06 22:48:08.816568,,1743979688824,,1743979688690,10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-04-06 22:48:08.529683,2025-04-06 22:48:08.985453,2025-04-06 22:48:08.981220,,1743979688985,,1743979688690
10284,67,11.2,5,0.25,2025-04-06 22:48:08.481974,2025-04-06 22:48:08.824655,2025-04-06 22:48:08.816568,,1743979688825,,1743979688690,10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-04-06 22:48:08.529717,2025-04-06 22:48:08.985562,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10285,53,26.2,36,0.2,2025-04-06 22:48:08.482042,2025-04-06 22:48:08.824886,2025-04-06 22:48:08.816568,,1743979688825,,1743979688690,10285,QUICK,1,1996-08-20,1996-09-17,1996-08-26,2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-04-06 22:48:08.529750,2025-04-06 22:48:08.985678,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10286,62,39.4,40,0,2025-04-06 22:48:08.482087,2025-04-06 22:48:08.825030,2025-04-06 22:48:08.816568,,1743979688825,,1743979688690,10286,QUICK,8,1996-08-21,1996-09-18,1996-08-30,3,229.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-04-06 22:48:08.529783,2025-04-06 22:48:08.985789,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10287,46,9.6,15,0.15,2025-04-06 22:48:08.482155,2025-04-06 22:48:08.825246,2025-04-06 22:48:08.816568,,1743979688825,,1743979688690,10287,RICAR,8,1996-08-22,1996-09-19,1996-08-28,3,12.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-04-06 22:48:08.529817,2025-04-06 22:48:08.985898,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10288,68,10,3,0.1,2025-04-06 22:48:08.482203,2025-04-06 22:48:08.825400,2025-04-06 22:48:08.816568,,1743979688825,,1743979688690,10288,REGGC,4,1996-08-23,1996-09-20,1996-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2025-04-06 22:48:08.529850,2025-04-06 22:48:08.986007,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10289,64,26.6,9,0,2025-04-06 22:48:08.482247,2025-04-06 22:48:08.825545,2025-04-06 22:48:08.816568,,1743979688826,,1743979688690,10289,BSBEV,7,1996-08-26,1996-09-23,1996-08-28,3,22.77,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-04-06 22:48:08.529883,2025-04-06 22:48:08.986116,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10290,77,10.4,10,0,2025-04-06 22:48:08.482338,2025-04-06 22:48:08.825833,2025-04-06 22:48:08.816568,,1743979688826,,1743979688690,10290,COMMI,8,1996-08-27,1996-09-24,1996-09-03,1,79.7,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,2025-04-06 22:48:08.529916,2025-04-06 22:48:08.986239,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10291,51,42.4,2,0.1,2025-04-06 22:48:08.482407,2025-04-06 22:48:08.826049,2025-04-06 22:48:08.816568,,1743979688826,,1743979688690,10291,QUEDE,6,1996-08-27,1996-09-24,1996-09-04,2,6.4,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,2025-04-06 22:48:08.529949,2025-04-06 22:48:08.986349,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10292,20,64.8,20,0,2025-04-06 22:48:08.482429,2025-04-06 22:48:08.826122,2025-04-06 22:48:08.816568,,1743979688826,,1743979688690,10292,TRADH,1,1996-08-28,1996-09-25,1996-09-02,2,1.35,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,2025-04-06 22:48:08.529983,2025-04-06 22:48:08.986460,2025-04-06 22:48:08.981220,,1743979688986,,1743979688690
10293,75,6.2,6,0,2025-04-06 22:48:08.482521,2025-04-06 22:48:08.826409,2025-04-06 22:48:08.816568,,1743979688826,,1743979688690,10293,TORTU,1,1996-08-29,1996-09-26,1996-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-04-06 22:48:08.530016,2025-04-06 22:48:08.986572,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10294,75,6.2,6,0,2025-04-06 22:48:08.482634,2025-04-06 22:48:08.826820,2025-04-06 22:48:08.816568,,1743979688827,,1743979688690,10294,RATTC,4,1996-08-30,1996-09-27,1996-09-05,2,147.26,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-04-06 22:48:08.530049,2025-04-06 22:48:08.986681,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10295,56,30.4,4,0,2025-04-06 22:48:08.482657,2025-04-06 22:48:08.826892,2025-04-06 22:48:08.816568,,1743979688827,,1743979688690,10295,VINET,2,1996-09-02,1996-09-30,1996-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,2025-04-06 22:48:08.530082,2025-04-06 22:48:08.986790,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10296,69,28.8,15,0,2025-04-06 22:48:08.482728,2025-04-06 22:48:08.827109,2025-04-06 22:48:08.816568,,1743979688827,,1743979688690,10296,LILAS,6,1996-09-03,1996-10-01,1996-09-11,1,0.12,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-04-06 22:48:08.530116,2025-04-06 22:48:08.986899,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10297,72,27.8,20,0,2025-04-06 22:48:08.482773,2025-04-06 22:48:08.827252,2025-04-06 22:48:08.816568,,1743979688827,,1743979688690,10297,BLONP,5,1996-09-04,1996-10-16,1996-09-10,2,5.74,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-04-06 22:48:08.530150,2025-04-06 22:48:08.987009,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10298,62,39.4,15,0,2025-04-06 22:48:08.482864,2025-04-06 22:48:08.827539,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10298,HUNGO,6,1996-09-05,1996-10-03,1996-09-11,2,168.22,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-04-06 22:48:08.530183,2025-04-06 22:48:08.987123,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10299,70,12,20,0,2025-04-06 22:48:08.482910,2025-04-06 22:48:08.827685,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10299,RICAR,4,1996-09-06,1996-10-04,1996-09-13,2,29.76,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-04-06 22:48:08.530217,2025-04-06 22:48:08.987238,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10300,68,10,20,0,2025-04-06 22:48:08.482956,2025-04-06 22:48:08.827828,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10300,MAGAA,2,1996-09-09,1996-10-07,1996-09-18,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,2025-04-06 22:48:08.530252,2025-04-06 22:48:08.987355,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10301,56,30.4,20,0,2025-04-06 22:48:08.483002,2025-04-06 22:48:08.827973,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10301,WANDK,8,1996-09-09,1996-10-07,1996-09-17,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-04-06 22:48:08.530285,2025-04-06 22:48:08.987472,2025-04-06 22:48:08.981220,,1743979688987,,1743979688690
10302,43,36.8,12,0,2025-04-06 22:48:08.483070,2025-04-06 22:48:08.828189,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10302,SUPRD,4,1996-09-10,1996-10-08,1996-10-09,2,6.27,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,2025-04-06 22:48:08.530320,2025-04-06 22:48:08.987584,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
10303,68,10,15,0.1,2025-04-06 22:48:08.483139,2025-04-06 22:48:08.828405,2025-04-06 22:48:08.816568,,1743979688828,,1743979688690,10303,GODOS,7,1996-09-11,1996-10-09,1996-09-18,2,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,2025-04-06 22:48:08.530353,2025-04-06 22:48:08.987695,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
10304,71,17.2,2,0,2025-04-06 22:48:08.483208,2025-04-06 22:48:08.828624,2025-04-06 22:48:08.816568,,1743979688829,,1743979688690,10304,TORTU,1,1996-09-12,1996-10-10,1996-09-17,2,63.79,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-04-06 22:48:08.530387,2025-04-06 22:48:08.987804,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
10305,39,14.4,30,0.1,2025-04-06 22:48:08.483276,2025-04-06 22:48:08.828839,2025-04-06 22:48:08.816568,,1743979688829,,1743979688690,10305,OLDWO,8,1996-09-13,1996-10-11,1996-10-09,3,257.62,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,2025-04-06 22:48:08.530420,2025-04-06 22:48:08.987915,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
10306,54,5.9,5,0,2025-04-06 22:48:08.483344,2025-04-06 22:48:08.829055,2025-04-06 22:48:08.816568,,1743979688829,,1743979688690,10306,ROMEY,1,1996-09-16,1996-10-14,1996-09-23,3,7.56,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,2025-04-06 22:48:08.530453,2025-04-06 22:48:08.988026,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
10307,68,10,3,0,2025-04-06 22:48:08.483390,2025-04-06 22:48:08.829201,2025-04-06 22:48:08.816568,,1743979688829,,1743979688690,10307,LONEP,2,1996-09-17,1996-10-15,1996-09-25,2,0.56,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,2025-04-06 22:48:08.530486,2025-04-06 22:48:08.988134,2025-04-06 22:48:08.981220,,1743979688988,,1743979688690
